STOCKCODE,PRODUCT_NAME,MEMBER_OFFER_INDICATOR,ONLINE_ONLY_MEMBER_OFFER_INDICATOR,PRICE,MEMBER_PRICE,SAVINGS_AMOUNT,LOYALTY_MULTIPLIER,PACKAGE_SIZE,PACKAGE_TYPE,PACK_FORMAT,BRAND,CATEGORY,SUBCATEGORY,ALCOHOL_VOLUME,DANS_MARKETPLACE,STOCK_AVAILABLE,PRODUCT_URL,POSTCODE,SCRAPE_DATE,FILENAME
ER_2000004976_MLSVM,Violet Musk Vodka 700mL,N,N,69,,,,700ML,each,1,Mr Little Spirits,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004976_MLSVM,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004976_MLSVM,Violet Musk Vodka 700mL,N,N,0,,,,700ML,case (x),,Mr Little Spirits,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004976_MLSVM,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004976_MLSVM,Violet Musk Vodka 700mL,N,N,0,,,,700ML,in any six,1,Mr Little Spirits,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004976_MLSVM,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005721_ME12380,Margi,N,N,30,,,,500mL,each,1,MR STUBBS,,,16%,Y,Y,www.danmurphys.com.au/product/ER_1000005721_ME12380,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005721_ME12380,Margi,N,N,180,,,,500mL,case (6),6,MR STUBBS,,,16%,Y,Y,www.danmurphys.com.au/product/ER_1000005721_ME12380,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005721_ME12380,Margi,N,N,0,,,,500mL,in any six,1,MR STUBBS,,,16%,Y,Y,www.danmurphys.com.au/product/ER_1000005721_ME12380,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000005721_3PACK,Pack 500mL,N,N,90,,,,500ML,pack (3),3,Mr Stubbs,,,16%,Y,Y,www.danmurphys.com.au/product/ER_1000005721_3PACK,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
81259,French Crafted Vegan Gin 500mL,N,N,57.99,,,,500mL,each,1,Mr H,,,40%,N,N,www.danmurphys.com.au/product/81259,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
640821,Butter Flavoured Popcorn 100g,N,N,3.99,,,,100g,per pack,1,Movietime,,,,N,N,www.danmurphys.com.au/product/640821,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
660383,Agiorgitiko,N,N,17.1,,,,750mL,in any six,1,Mountain Fish,,,13.0%,N,Y,www.danmurphys.com.au/product/660383,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
660383,Agiorgitiko,N,N,114,,,,750mL,case (6),6,Mountain Fish,,,13.0%,N,Y,www.danmurphys.com.au/product/660383,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
660383,Agiorgitiko,N,N,19.99,,,,750mL,each,1,Mountain Fish,,,13.0%,N,Y,www.danmurphys.com.au/product/660383,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004031_0793591850818,Don Shiraz 2018,N,N,0,,,,750mL,in any six,,Mount Stapylton,,,14%,Y,Y,www.danmurphys.com.au/product/ER_2000004031_0793591850818,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004031_0793591850818,Don Shiraz 2018,N,N,199,,,,750mL,each,,Mount Stapylton,,,14%,Y,Y,www.danmurphys.com.au/product/ER_2000004031_0793591850818,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004031_0793591850818,Don Shiraz 2018,N,N,199,,,,750mL,case (6),6,Mount Stapylton,,,14%,Y,Y,www.danmurphys.com.au/product/ER_2000004031_0793591850818,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
813344,Very Enjoyable Beer Cans 375mL,Y,Y,48.1,48.1,9.89,,375ML," per case of 24",24,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/813344,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
813344,Very Enjoyable Beer Cans 375mL,Y,Y,57.99,54.95,3.04,,375ML,case (24),24,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/813344,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
813344,Very Enjoyable Beer Cans 375mL,N,N,20.89,,,,375ML,pack (6),6,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/813344,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
813344,Very Enjoyable Beer Cans 375mL,N,N,5.99,,,,375ML,each (in-store),,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/813344,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
464777,Tasty Pale Ale Can 375mL,N,N,62.99,,,,375ML,case (24),24,Mountain Goat,,,4.4%,N,Y,www.danmurphys.com.au/product/464777,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
464777,Tasty Pale Ale Can 375mL,N,N,21.59,,,,375ML,pack (6),6,Mountain Goat,,,4.4%,N,Y,www.danmurphys.com.au/product/464777,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
464777,Tasty Pale Ale Can 375mL,N,N,4.99,,,,375ML,each (in-store),,Mountain Goat,,,4.4%,N,Y,www.danmurphys.com.au/product/464777,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
288469,GOAT Very Enjoyable Beer 500mL,Y,N,20,20,4.49,,500ML," per pack of 6",6,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/288469,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
288469,GOAT Very Enjoyable Beer 500mL,N,N,70.99,,,,500ML,case (24),24,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/288469,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
288469,GOAT Very Enjoyable Beer 500mL,Y,N,24.49,20,4.49,,500ML,pack (6),6,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/288469,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
288469,GOAT Very Enjoyable Beer 500mL,N,N,6.49,,,,500ML,each (in-store),,Mountain Goat,,,4.2%,N,Y,www.danmurphys.com.au/product/288469,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
770382,Summer Ale Cans 375mL,Y,N,65,65,5.99,,375mL," per case of 24",24,Mountain Goat,,,4.7%,N,Y,www.danmurphys.com.au/product/770382,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
770382,Summer Ale Cans 375mL,Y,N,70.99,65,5.99,,375mL,case (24),24,Mountain Goat,,,4.7%,N,Y,www.danmurphys.com.au/product/770382,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
770382,Summer Ale Cans 375mL,N,N,22.89,,,,375mL,pack (6),6,Mountain Goat,,,4.7%,N,Y,www.danmurphys.com.au/product/770382,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
770382,Summer Ale Cans 375mL,N,N,5.99,,,,375mL,each (in-store),,Mountain Goat,,,4.7%,N,Y,www.danmurphys.com.au/product/770382,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
387419,Hazy Apple Cider Cans 375mL,Y,N,73,73,3.99,,375ML," per case of 24",24,Mountain Goat,,,5%,N,Y,www.danmurphys.com.au/product/387419,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
387419,Hazy Apple Cider Cans 375mL,Y,N,76.99,73,3.99,,375ML,case (24),24,Mountain Goat,,,5%,N,Y,www.danmurphys.com.au/product/387419,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
387419,Hazy Apple Cider Cans 375mL,N,N,24.99,,,,375ML,pack (6),6,Mountain Goat,,,5%,N,Y,www.danmurphys.com.au/product/387419,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
387419,Hazy Apple Cider Cans 375mL,N,N,5.49,,,,375ML,each (in-store),,Mountain Goat,,,5%,N,Y,www.danmurphys.com.au/product/387419,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
6003995,Low Carb Lager Can 375mL,N,N,58.99,,,,375ML,case (24),4,Mountain Goat,,,4%,N,Y,www.danmurphys.com.au/product/6003995,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
6003995,Low Carb Lager Can 375mL,N,N,19.49,,,,375ML,pack (6),1,Mountain Goat,,,4%,N,Y,www.danmurphys.com.au/product/6003995,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
6003995,Low Carb Lager Can 375mL,N,N,4.99,,,,375ML,each (in-store),1,Mountain Goat,,,4%,N,Y,www.danmurphys.com.au/product/6003995,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
784529,Fancy Pants Amber Ale Cans 375mL,N,N,73.99,,,,375mL,case (24),24,Mountain Goat,,,5.2%,N,Y,www.danmurphys.com.au/product/784529,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
784529,Fancy Pants Amber Ale Cans 375mL,N,N,26.99,,,,375mL,pack (6),6,Mountain Goat,,,5.2%,N,Y,www.danmurphys.com.au/product/784529,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
784529,Fancy Pants Amber Ale Cans 375mL,N,N,5.39,,,,375mL,each (in-store),,Mountain Goat,,,5.2%,N,Y,www.danmurphys.com.au/product/784529,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
911625,Snakebite Cider Cans 375mL,N,N,119.99,,,,375ML,case(24),24,Mountain Goat,,,5%,N,Y,www.danmurphys.com.au/product/911625,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
911625,Snakebite Cider Cans 375mL,N,N,24.99,,,,375ML,pack(4),4,Mountain Goat,,,5%,N,Y,www.danmurphys.com.au/product/911625,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
911625,Snakebite Cider Cans 375mL,N,N,6.49,,,,375ML,each(in-store),,Mountain Goat,,,5%,N,Y,www.danmurphys.com.au/product/911625,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
88322,Very Enjoyable Beer Bottles 375mL,N,N,60.99,,,,375mL,case (24),24,Mountain Goat,,,4.2%,N,N,www.danmurphys.com.au/product/88322,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
88322,Very Enjoyable Beer Bottles 375mL,N,N,21.39,,,,375mL,pack (6),6,Mountain Goat,,,4.2%,N,N,www.danmurphys.com.au/product/88322,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
88322,Very Enjoyable Beer Bottles 375mL,N,N,5.99,,,,375mL,each (in-store),,Mountain Goat,,,4.2%,N,N,www.danmurphys.com.au/product/88322,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
918415,Yagi Pale Ale Cans 375mL,N,N,59,,,,375ML,case(18),18,Mountain Goat,,,5%,N,N,www.danmurphys.com.au/product/918415,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
918415,Yagi Pale Ale Cans 375mL,N,N,23.5,,,,375ML,pack(6),6,Mountain Goat,,,5%,N,N,www.danmurphys.com.au/product/918415,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
918415,Yagi Pale Ale Cans 375mL,N,N,5.99,,,,375ML,each(in-store),,Mountain Goat,,,5%,N,N,www.danmurphys.com.au/product/918415,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
965695,Pale Ale 330mL,N,N,72.99,,,,330mL,case (24),24,Mountain Goat,,,5.2%,N,N,www.danmurphys.com.au/product/965695,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
965695,Pale Ale 330mL,N,N,23.39,,,,330mL,pack (6),6,Mountain Goat,,,5.2%,N,N,www.danmurphys.com.au/product/965695,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
965695,Pale Ale 330mL,N,N,4.79,,,,330mL,each (in case),,Mountain Goat,,,5.2%,N,N,www.danmurphys.com.au/product/965695,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
912061,Hightail Ale 330mL,N,N,71.99,,,,330mL,case (24),24,Mountain Goat,,,4.5%,N,N,www.danmurphys.com.au/product/912061,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
912061,Hightail Ale 330mL,N,N,24.99,,,,330mL,pack (6),6,Mountain Goat,,,4.5%,N,N,www.danmurphys.com.au/product/912061,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
912061,Hightail Ale 330mL,N,N,5.24,,,,330mL,each (in-store),,Mountain Goat,,,4.5%,N,N,www.danmurphys.com.au/product/912061,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
880431,Hello Humanoid 640mL,N,N,129.99,,,,640mL,per case of 12,,Mountain Goat,,,7.5%,N,N,www.danmurphys.com.au/product/880431,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
880431,Hello Humanoid 640mL,N,N,11.99,,,,640mL,per bottle,,Mountain Goat,,,7.5%,N,N,www.danmurphys.com.au/product/880431,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
880431,Hello Humanoid 640mL,N,N,0,,,,640mL,per bottle (in store),,Mountain Goat,,,7.5%,N,N,www.danmurphys.com.au/product/880431,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
78676,Rare Breed Swamp Thang Dank DIPA 640mL,N,N,137.99,,,,640mL,per case of 12,12,Mountain Goat,,,6.5%,N,N,www.danmurphys.com.au/product/78676,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
78676,Rare Breed Swamp Thang Dank DIPA 640mL,N,N,13.19,,,,640mL,per bottle,1,Mountain Goat,,,6.5%,N,N,www.danmurphys.com.au/product/78676,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
78676,Rare Breed Swamp Thang Dank DIPA 640mL,N,N,0,,,,640mL,in any six,1,Mountain Goat,,,6.5%,N,N,www.danmurphys.com.au/product/78676,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
75902,Rare Breed Fox Chaser Farmhouse Red Ale 640mL,N,N,131.99,,,,640mL,case (12),12,Mountain Goat,,,6.5%,N,N,www.danmurphys.com.au/product/75902,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
75902,Rare Breed Fox Chaser Farmhouse Red Ale 640mL,N,N,12.19,,,,640mL,each,1,Mountain Goat,,,6.5%,N,N,www.danmurphys.com.au/product/75902,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
75902,Rare Breed Fox Chaser Farmhouse Red Ale 640mL,N,N,0,,,,640mL,in any six,1,Mountain Goat,,,6.5%,N,N,www.danmurphys.com.au/product/75902,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
335281,Organic Steam Ale Bottles 330mL,N,N,61.99,,,,330mL,case (24),24,Mountain Goat,,,4.5%,N,N,www.danmurphys.com.au/product/335281,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
335281,Organic Steam Ale Bottles 330mL,N,N,20.49,,,,330mL,pack (6),6,Mountain Goat,,,4.5%,N,N,www.danmurphys.com.au/product/335281,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
335281,Organic Steam Ale Bottles 330mL,N,N,5.39,,,,330mL,each (in-store),,Mountain Goat,,,4.5%,N,N,www.danmurphys.com.au/product/335281,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
222726,Aussie Wheat Beer Can 375ml,N,N,65.99,,,,375mL,case (24),24,Mountain Goat,,,4.2%,N,N,www.danmurphys.com.au/product/222726,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
222726,Aussie Wheat Beer Can 375ml,N,N,21.89,,,,375mL,pack (6),6,Mountain Goat,,,4.2%,N,N,www.danmurphys.com.au/product/222726,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
222726,Aussie Wheat Beer Can 375ml,N,N,4.29,,,,375mL,each (in store),,Mountain Goat,,,4.2%,N,N,www.danmurphys.com.au/product/222726,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
205547,Organic Steam Ale 375mL,N,N,71.99,,,,375mL,case (24),24,Mountain Goat ,,,4.5%,N,N,www.danmurphys.com.au/product/205547,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
205547,Organic Steam Ale 375mL,N,N,26.99,,,,375mL,pack (6),6,Mountain Goat ,,,4.5%,N,N,www.danmurphys.com.au/product/205547,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
205547,Organic Steam Ale 375mL,N,N,5.49,,,,375mL,each (in-store),,Mountain Goat ,,,4.5%,N,N,www.danmurphys.com.au/product/205547,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003160_MR700V,Vodka 700mL,N,N,49.99,,,,700mL,each,1,Mount Razorback,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000003160_MR700V,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003160_MR700V,Vodka 700mL,N,N,299.94,,,,700mL,case (6),6,Mount Razorback,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000003160_MR700V,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000003160_MR700V,Vodka 700mL,N,N,0,,,,700mL,in any six,1,Mount Razorback,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000003160_MR700V,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000002950_MTMACLEODCHARD,Gippsland Chardonnay 2023,N,N,0,,,,750ML,in any six,,Mount Macleod,,,13.8%,Y,Y,www.danmurphys.com.au/product/ER_1000002950_MTMACLEODCHARD,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000002950_MTMACLEODCHARD,Gippsland Chardonnay 2023,N,N,26,,,,750ML,each,,Mount Macleod,,,13.8%,Y,Y,www.danmurphys.com.au/product/ER_1000002950_MTMACLEODCHARD,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_1000002950_MTMACLEODCHARD,Gippsland Chardonnay 2023,N,N,82,,,,750ML,case (3),3,Mount Macleod,,,13.8%,Y,Y,www.danmurphys.com.au/product/ER_1000002950_MTMACLEODCHARD,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
743915,Estate Cabernet Sauvignon 2015,N,N,35.2,,,,750mL,in any six,1,Mount Avoca,,,14.0%,N,N,www.danmurphys.com.au/product/743915,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
743915,Estate Cabernet Sauvignon 2015,N,N,422.4,,,,750mL,case (12),12,Mount Avoca,,,14.0%,N,N,www.danmurphys.com.au/product/743915,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
743915,Estate Cabernet Sauvignon 2015,N,N,36.99,,,,750mL,each,1,Mount Avoca,,,14.0%,N,N,www.danmurphys.com.au/product/743915,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv

169839,Pet Nat,N,N,0,,,,750mL,in any six,1,Mouline De Gassac,,,12%,N,Y,www.danmurphys.com.au/product/169839,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
169839,Pet Nat,N,N,107.15,,,,750mL,case (6),6,Mouline De Gassac,,,12%,N,Y,www.danmurphys.com.au/product/169839,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
169839,Pet Nat,N,N,17.5,,,,750mL,each,1,Mouline De Gassac,,,12%,N,Y,www.danmurphys.com.au/product/169839,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
324461,Energy Drink 500mL 4 Pack,N,N,11.99,,,,500mL,pack (4),1,Mother,,,,N,N,www.danmurphys.com.au/product/324461,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
429242,Copper Mug,N,N,10.99,,,,580mL,each,1,Moscow Mule,,,,N,Y,www.danmurphys.com.au/product/429242,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
96048,Hausmarke Weisse (Gruner/Chard),N,N,41.8,,,,750mL,in any six,1,Moric,,,12.5%,N,N,www.danmurphys.com.au/product/96048,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
96048,Hausmarke Weisse (Gruner/Chard),N,N,501.6,,,,750mL,case (12),12,Moric,,,12.5%,N,N,www.danmurphys.com.au/product/96048,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
96048,Hausmarke Weisse (Gruner/Chard),N,N,43.99,,,,750mL,each,1,Moric,,,12.5%,N,N,www.danmurphys.com.au/product/96048,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004348_4820229035241,Spring 37.5% 700mL,N,N,49.99,,,,700mL,each,1,Morosha,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004348_4820229035241,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004348_4820229035241,Spring 37.5% 700mL,N,N,0,,,,700mL,,,Morosha,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004348_4820229035241,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004348_4820229035241,Spring 37.5% 700mL,N,N,0,,,,700mL,in any six,1,Morosha,,,37.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004348_4820229035241,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
875437,Coonawarra Cabernet Sauvignon,N,N,18.1,,,,750ML,in any six,1,Moorakyne,,,14%,N,N,www.danmurphys.com.au/product/875437,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
875437,Coonawarra Cabernet Sauvignon,N,N,108.6,,,,750ML,case (6),6,Moorakyne,,,14%,N,N,www.danmurphys.com.au/product/875437,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
875437,Coonawarra Cabernet Sauvignon,N,N,18.99,,,,750ML,each,1,Moorakyne,,,14%,N,N,www.danmurphys.com.au/product/875437,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004456_9337781000532,Gifts For Her,N,N,110,,,,500ML,each,1,Morella Grove,,,,Y,N,www.danmurphys.com.au/product/ER_2000004456_9337781000532,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
509322,Studebaker Pinot Noir,N,N,38,,,,750ML,in any six,1,Moondarra,,,13%,N,N,www.danmurphys.com.au/product/509322,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
509322,Studebaker Pinot Noir,N,N,342,,,,750ML,case (12),12,Moondarra,,,13%,N,N,www.danmurphys.com.au/product/509322,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
509322,Studebaker Pinot Noir,N,N,39.99,,,,750ML,each,1,Moondarra,,,13%,N,N,www.danmurphys.com.au/product/509322,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
785414,Praxis Pinot Noir,N,N,36.1,,,,750mL,in any six,1,Moorilla,,,13.3%,N,N,www.danmurphys.com.au/product/785414,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
785414,Praxis Pinot Noir,N,N,433.2,,,,750mL,case (12),12,Moorilla,,,13.3%,N,N,www.danmurphys.com.au/product/785414,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
785414,Praxis Pinot Noir,N,N,37.99,,,,750mL,each,1,Moorilla,,,13.3%,N,N,www.danmurphys.com.au/product/785414,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
29308,Sauvignon Blanc,N,N,13.3,,,,750mL,in any six,1,Montgravet,,,11.5%,N,N,www.danmurphys.com.au/product/29308,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
29308,Sauvignon Blanc,N,N,79.8,,,,750mL,case (6),6,Montgravet,,,11.5%,N,N,www.danmurphys.com.au/product/29308,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
29308,Sauvignon Blanc,N,N,13.99,,,,750mL,each,1,Montgravet,,,11.5%,N,N,www.danmurphys.com.au/product/29308,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004320_MONGRI,Pinot Grigio Delle Venezie 2023,N,N,0,,,,750ML,in any six,1,Montresor,,,12.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004320_MONGRI,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004320_MONGRI,Pinot Grigio Delle Venezie 2023,N,N,35,,,,750ML,each,1,Montresor,,,12.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004320_MONGRI,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004320_MONGRI,Pinot Grigio Delle Venezie 2023,N,N,200,,,,750ML,case (6),6,Montresor,,,12.5%,Y,Y,www.danmurphys.com.au/product/ER_2000004320_MONGRI,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
73216,Verdelho,N,N,14.3,,,,750mL,in any six,1,Moondah Brook,,,13.8%,N,Y,www.danmurphys.com.au/product/73216,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
73216,Verdelho,N,N,85.8,,,,750mL,case (6),6,Moondah Brook,,,13.8%,N,Y,www.danmurphys.com.au/product/73216,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
73216,Verdelho,N,N,14.99,,,,750mL,each,1,Moondah Brook,,,13.8%,N,Y,www.danmurphys.com.au/product/73216,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
318113,Moscato,N,N,9.5,,,,750ML,in any six,1,Moon Collective,,,6.5%,N,Y,www.danmurphys.com.au/product/318113,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
318113,Moscato,N,N,57,,,,750ML,case (6),6,Moon Collective,,,6.5%,N,Y,www.danmurphys.com.au/product/318113,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
318113,Moscato,N,N,9.99,,,,750ML,each,1,Moon Collective,,,6.5%,N,Y,www.danmurphys.com.au/product/318113,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
720608,Amaro Montenegro Italiano 700mL,N,N,59.99,,,,700ML,each,1,Montenegro,,,23%,N,Y,www.danmurphys.com.au/product/720608,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
101575,Fiano Puglia IGP,N,N,23.8,,,,750mL,in any six,1,Monte dei Cocci,,,13%,N,Y,www.danmurphys.com.au/product/101575,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
101575,Fiano Puglia IGP,N,N,142.8,,,,750mL,case (6),6,Monte dei Cocci,,,13%,N,Y,www.danmurphys.com.au/product/101575,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
101575,Fiano Puglia IGP,N,N,24.99,,,,750mL,each,1,Monte dei Cocci,,,13%,N,Y,www.danmurphys.com.au/product/101575,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004320_MONPRO750C,Prosecco Extra Dry 2022,N,N,0,,,,750ML,in any six,1,Montegrande,,,11%,Y,N,www.danmurphys.com.au/product/ER_2000004320_MONPRO750C,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004320_MONPRO750C,Prosecco Extra Dry 2022,N,N,28,,,,750ML,each,1,Montegrande,,,11%,Y,N,www.danmurphys.com.au/product/ER_2000004320_MONPRO750C,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004320_MONPRO750C,Prosecco Extra Dry 2022,N,N,168,,,,750ML,case (6),6,Montegrande,,,11%,Y,N,www.danmurphys.com.au/product/ER_2000004320_MONPRO750C,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
374216,Mezcal 700mL,N,N,83.99,,,,700ml,each,1,Monte Alban,,,40%,N,Y,www.danmurphys.com.au/product/374216,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
374216,Mezcal 700mL,N,N,0,,,,700ml,case (6),,Monte Alban,,,40%,N,Y,www.danmurphys.com.au/product/374216,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
374216,Mezcal 700mL,N,N,0,,,,700ml,in any six,1,Monte Alban,,,40%,N,Y,www.danmurphys.com.au/product/374216,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv

ER_2000004374_MOXXCO6005-BTL,XXO 700mL,N,N,560,,,,700mL,each,1,Monnet Cognac,,,40%,Y,N,www.danmurphys.com.au/product/ER_2000004374_MOXXCO6005-BTL,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
