STOCKCODE,PRODUCT_NAME,MEMBER_OFFER_INDICATOR,ONLINE_ONLY_MEMBER_OFFER_INDICATOR,PRICE,MEMBER_PRICE,SAVINGS_AMOUNT,LOYALTY_MULTIPLIER,PACKAGE_SIZE,PACKAGE_TYPE,PACK_FORMAT,BRAND,CATEGORY,SUBCATEGORY,ALCOHOL_VOLUME,DANS_MARKETPLACE,STOCK_AVAILABLE,PRODUCT_URL,POSTCODE,SCRAPE_DATE,FILENAME
ER_2000004695_898030,Harvey Crystal Wine & Carafe Glassware Drinkware Set w/ Wooden Tray,N,N,117,,,,1.6L,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_898030,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898028,Harvey Glass Wine Decanter Bottle Container w/ Acacia Wood Holder CLR 1.6L,N,N,80,,,,1.6L,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_898028,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898027,Harvey Crystal Beer Tasting Flight Drinkware Set / Wooden Tray 430mL,N,N,67.95,,,,430ML,each,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_898027,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898026,Harvey Crystal Wine Tasting Flight Drinkware Set / Wooden Tray 570mL,N,N,59.95,,,,570ML,each,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_898026,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898025,Harvey Shot Glass Tasting Flight Drinkware Set / Wooden Tray 45mL,N,N,42,,,,45ML,each,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_898025,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898024,Harvey Spirit Tasting Flight Liquor Drinkware Set / Wooden Tray 260mL,N,N,55,,,,260ML,each,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_898024,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898023,Harvey Crystal Whisky Glass & Coaster Cocktail Drinkware Bar Cup Set 400mL,N,N,46,,,,400ML,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_898023,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898020,Jasper Crystal Gin Glass Cocktail Glassware Drinking Set 670mL,N,N,77,,,,680ML,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_898020,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898019,Jasper Crystal Cocktail Glass Juice Glassware Drinking Set 330mL,N,N,77,,,,330ML,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_898019,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898018,Jasper Crystal Champagne Glass Party Glassware Wine Drinking Set 200mL,N,N,67.95,,,,200ML,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_898018,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_898017,Jasper Crystal Wine Glass Party Champagne Glassware Drinking Set 410mL,N,N,67.95,,,,410ML,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_898017,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897993,6pc Winston Crystal Whisky Carafe/Tumbler Glasses w/ Storage Set Gold,N,N,135,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897993,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897992,4pc Winston Crystal Whisky Carafe/Tumbler Glasses w/ Storage Set Gold,N,N,99,,,,,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897992,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897989,4pc Winston Spirits Tasting Flight Crystal Glass w/ Storage Set 305mL,N,N,77,,,,305ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897989,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897987,9pc Winston Stainless Steel Cocktail Shaker/Jigger Strainer Opener Set Gold,N,N,120,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897987,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897984,Winston Crystal Whisky Glass/Bamboo Coaster Drinkware Set Gold 305mL,N,N,93,,,,305ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897984,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897983,Winston Crystal Whisky Glass/Bamboo Coaster Drinkware Set Gold 305mL,N,N,55,,,,305ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897983,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897982,Tiffany Stainless Steel Ultimate Cocktail Set Shaker/Coupe Bare Pink,N,N,127,,,,,each,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897982,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897980,Tiffany Stainless Steel Ultimate Cocktail Set Shaker/Coupe/Jigger Black,N,N,127,,,,600ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897980,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897978,Tiffany Stainless Steel Cocktail Set Shaker/Jigger/Stirrer Bare Pink,N,N,90,,,,600ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897978,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897977,Tiffany Stainless Steel Cocktail Set Shaker/Jigger/Stirrer Matte Teal,N,N,82,,,,600ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897977,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897976,Tiffany Stainless Steel Cocktail Set Shaker/Jigger/Stirrer Matte Black,N,N,82,,,,600ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897976,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897973,Quinn Diamond Silicone Ice Cube Tray Maker Freezer Mould Black 12cm,N,N,34,,,,12,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897973,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897972,Quinn Pebbles Silicone Ice Cube Tray Maker Freezer Mould Black 23cm,N,N,34,,,,23,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897972,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897971,Quinn Beverages Silicone Ice Cube Tray Freezer Mould Black 18.5cm,N,N,34,,,,18.5,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897971,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897969,Quinn Silicone Mini Star Ice Cube Tray Maker Freezer Mould Black 21cm,N,N,34,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897969,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897954,Astrid Crystal Gin Glass Drinking Cocktail Glassware Set Silver 600mL,N,N,55,,,,600ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897954,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897953,Astrid Crystal Gin Glass Drinking Cocktail Glassware Set Rose 600mL,N,N,55,,,,600ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897953,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897952,2pc Tempa Astrid 600ml Crystal Gin Glass Drinking Cocktail Glassware Set Gold,N,N,55,,,,600ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897952,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897950,Astrid Crystal Martini Glass Cocktail Glassware Drinking Set SLV 300mL,N,N,54,,,,300ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897950,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897949,Astrid Crystal Champagne Glass Wine Glassware Drinking Set SLV 275mL,N,N,54,,,,275ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897949,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897948,Astrid Crystal Wine Glass Champagne Glassware Drink Set SLV 15.5cm,N,N,54,,,,445ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897948,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897947,Jasper Ultimate Whisky/Bottle/Bucket Liquor Glassware Drink Set CLR,N,N,107,,,,830ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897947,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897946,Jasper Whisky Glass & Bottle Liquor/Cocktail Glassware Drink Set CLR,N,N,93,,,,300ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897946,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897945,Jasper Whisky Glass & Bottle Liquor/Cocktail Glassware Drink Set Clear,N,N,69.95,,,,300ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897945,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897942,Jasper Glass Whisky Decanter Liquor Container Bottle Clear 830ml/31cm,N,N,63,,,,830ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897942,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897941,Jasper Shot Glass Liquor Bar Party Glassware Drinking Clear Set,N,N,36,,,,50ML,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897941,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897940,Jasper Highball Glass Tumbler Liquor/Cocktail Drinking Cup Set Clear,N,N,46,,,,325ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897940,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897939,Jasper Whisky Glass Liquor/Cocktail Glassware Drinking Cup Set Clear,N,N,57,,,,300ML,per pack,1,Tempa,,,,Y,N,www.danmurphys.com.au/product/ER_2000004695_897939,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897937,Florence Champagne Flute White Wine Glass Drink Set Tranquil Blue 230mL,N,N,50,,,,230ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897937,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897934,Florence Stemmed Wine Glass Set Drinking Glasses Tranquil Blue 350mL,N,N,54,,,,350ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897934,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897933,Florence Stemmed Wine Glass Set Drinking Glasses Opulent Pink 350mL,N,N,54,,,,350ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897933,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897932,Florence Stemmed Wine Glass Set Drinking Cocktail Glasses Clear 350mL,N,N,50,,,,350ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897932,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897931,Florence Highball Glass Tumbler Drink Glasses Set Tranquil Blue 450mL,N,N,39.95,,,,450ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897931,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897930,Florence Highball Glass Tumbler Drink Glasses Set Opulent Pink 450mL,N,N,39.99,,,,450ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897930,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897929,Florence Highball Glass Tumbler Drinking Cup Glasses Set Clear 450mL,N,N,39.95,,,,450ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897929,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897928,Florence Lowball Glass Tumbler Drink Glasses Set Tranquil Blue 420mL,N,N,37,,,,420ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897928,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897927,Florence Lowball Glass Tumbler Drinking Glasses Set Opulent Pink 420mL,N,N,37,,,,420ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897927,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897926,Florence Lowball Glass Tumbler Drinking Cup Glasses Set Clear 420mL,N,N,37,,,,420ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897926,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897920,Thalia Crystal Carafe Pitcher & Glass Tumbler Set Black Pearl 1.35L,N,N,46,,,,1.35L,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897920,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897919,Thalia Crystal Carafe Pitcher & Glass Tumbler Set Pink Quartz 1.35L,N,N,46,,,,1.35L,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897919,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897918,Thalia Crystal Carafe Pitcher & Drink Glass Tumbler Set Opal 1.35L,N,N,46,,,,1.35L,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897918,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897917,Thalia Crystal Cocktail Glass Martini Coupe Glasses Black Pearl 360mL,N,N,46,,,,360ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897917,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897915,Thalia Crystal Cocktail Glass Martini Coupe Drink Glasses Opal 360mL,N,N,46,,,,360ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897915,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897914,Thalia Crystal Gin Glass Cocktail Drink Glasses Set Black Pearl 685mL,N,N,41.95,,,,685ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897914,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897913,Thalia Crystal Gin Glass Cocktail Drink Glasses Set Pink Quartz 685mL,N,N,46,,,,685ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897913,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897912,Thalia Crystal Gin Glass Drinking Cocktail Glasses Set Opal 685mL,N,N,46,,,,685ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897912,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897908,Thalia Stemmed Crystal Wine Glass Goblet Glasses Set Black Pearl 420mL,N,N,43,,,,420ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897908,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897907,Thalia Stemmed Crystal Wine Glass Goblet Glasses Set Pink Quartz 420mL,N,N,43,,,,420ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897907,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897906,Thalia Stemmed Crystal Wine Glass Drinking Goblet Glasses Opal 420mL,N,N,43,,,,420ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897906,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897905,Thalia Ribbed Crystal Lowball Tumbler Drink Glasses Black Pearl 500mL,N,N,39,,,,500ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897905,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897904,Thalia Ribbed Crystal Lowball Tumbler Drink Glasses Pink Quartz 500mL,N,N,39,,,,500ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897904,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897903,Thalia Ribbed Crystal Lowball Tumbler Drinking Glasses Opal 500mL,N,N,39,,,,500ML,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897903,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897887,Tuscany Grazing Food Serving Set w/ Knives/Stand/Bowl/Board Kitchen 6pc,N,N,95,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897887,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897886,Tuscany Round Serving Set w/ Board/Cheese Knives Food Serving 5pc 30x3.5cm,N,N,87,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897886,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897882,Tuscany Assorted Round/Rectangular SRT Cheese For One Board w/Knife 2pc,N,N,29,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897882,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897881-2PK,Tuscany Mini Slate Chalk Writing Boards w/ Stands BLK 8.9x0.4x5.6cm,N,N,32,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897881-2PK,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897881,Tuscany Mini Slate Chalk Writing Boards w/ Stands 8.9x0.4x5.6cm BLK 2pc,N,N,28,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897881,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897880-2PK,Tuscany Small Slate Chalk Drawing/Writing Board w/Stand 9.9x0.4x15cm,N,N,35,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897880-2PK,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897880,Tuscany Small Slate Chalk Drawing/Writing Board 9.9x0.4x15cm w/Stand,N,N,29,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897880,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897879,Tuscany Slate/Metal Food Serving Tray/Board/Platter 38x28x4.2cm BK Kitchen,N,N,57,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897879,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897878,Tuscany Food Serving Lazy Susan 30x30x2cm Slate Black Kitchen/Entertaining,N,N,49,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897878,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897877,Tuscany Round Cheese Knife Set w/ 20x0.7x28cm Slate Board Food Serving 4pc,N,N,42,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897877,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897876,Tuscany Rectangle Cheese Knife Set w/ 17.1x30x0.7cm Slate Board 4pc,N,N,44,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897876,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897874,Tuscany Food Serving Slate Grazing Board/Tray 46x30x1cm Black Kitchen,N,N,57,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897874,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897873,Tuscany Square Slate Food Serving/Entertaining Board/Platter/Tray 27x0.9cm,N,N,36,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897873,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897872,Tuscany Short Slate Paddle Board/Food Serving Tray Black Kitchen 35x20x0.8cm,N,N,36,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897872,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897871,Tuscany Long Slate Food Serving Paddle Board/Tray/Platter Black 48x15x0.9cm,N,N,36.95,,,,,each,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897871,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897870,Tuscany Slate Drink/Cup/Mug Coaster Set Black Kitchen 4pc 10x10x0.8cm,N,N,29,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897870,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897869,Amour Tableware Pink Tinted Heart Shaped Bowl/Vase 9 x 8cm,N,N,37,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897869,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897868,Amour Tableware Clear Heart Shaped Bowl/Vase Set 9 x 8cm,N,N,37,,,,,per pack,1,Tempa,,,,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897868,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897856,Quilted Insulated Portable Wine/Alcohol Purse w/Handles BPA Free BLK 750mL,N,N,44,,,,,each,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897856,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897855,Quilted Insulated Wine/Alcohol Carry Purse w/Handles BPA Free Latte 750mL,N,N,44,,,,,each,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897855,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897854,Quilted Latte Insulated Double Portable Wine/Alcohol Carry Bag w/Handles 750mL,N,N,39.95,,,,,each,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897854,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897853,Quilted Latte Insulated Single Portable Wine/Alcohol Carry Bag w/Handles 750mL,N,N,44,,,,,each,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897853,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897843,Aurora Recipe Silver Professional Cocktail/Alcohol Shaker/Mixing Cup Set,N,N,49,,,,,each,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897843,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897842,Aurora Recipe Blush Professional Cocktail/Alcohol/Spirits Shaker/Mixing,N,N,53,,,,,each,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897842,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897840,Aurora Recipe Gold Professional Cocktail/Alcohol/Spirits Shaker/Mixing Cup,N,N,57,,,,,each,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897840,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897829,Jaxon Geometric Espresso Champagne Drinking/Serve Glass/Glassware 26cm,N,N,75,,,,,per pack,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897829,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897828,Jaxon Teal Mouthblown Geometric Champagne Glass/Glassware 6x26cm,N,N,67,,,,,per pack,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897828,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897827,Jaxon Plum Mouthblown Geometric Champagne/Alcohol Glass/Glassware 26cm,N,N,67,,,,,per pack,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897827,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897826,Jaxon Charcoal Geometric Champagne/Alcohol Drink Glass/Glassware 26cm,N,N,75,,,,,per pack,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897826,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897825,Jaxon Clear Geometric Champagne/Alcohol Drinking Glass/Glassware 26cm,N,N,75,,,,,per pack,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897825,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897824,Jaxon Geometric Espresso Drinking/Serving Wine Glass/Glassware 9x24cm,N,N,75,,,,,per pack,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897824,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897823,Jaxon Geometric Shape Teal Wine/Alcohol Drink Glass/Glassware 9x24cm,N,N,75,,,,,per pack,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897823,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897822,Jaxon Geometric Shape Plum Wine/Alcohol Drink Glass/Glassware 9x24cm,N,N,64,,,,,per pack,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897822,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897821,Jaxon Charcoal Geometric Wine/Alcohol Drinking Glass/Glassware 9x24cm,N,N,75,,,,,per pack,1,Tempa,,,0%,Y,N,www.danmurphys.com.au/product/ER_2000004695_897821,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897820,Jaxon Clear Geometric Wine/Alcohol Drinking Glass/Glassware 9x24cm,N,N,75,,,,,per pack,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897820,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897819,Jaxon Plum Geometric Glass Drinking Tumbler 9x9.5cm,N,N,77,,,,,per pack,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897819,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
ER_2000004695_897818,Jaxon Teal Geometric Carafe 310ml Tumbler/1100ml Carafe Serving Set,N,N,77,,,,,per pack,1,Tempa,,,0%,Y,Y,www.danmurphys.com.au/product/ER_2000004695_897818,5046,2025-03-31,danmurphys_2025-03-31_5046?.csv
